timestamp,engine_id,mission_id,flight_phase,engine_operating_hours,rpm,throttle,engine_load,oil_pressure,oil_temperature,cht,egt,fuel_flow,vibration_rms,vibration_peak,vibration_1x,vibration_2x,battery_voltage,alternator_voltage,ambient_temperature,ambient_pressure,degradation_index,fault_type,fault_severity,fault_progression,mission_fault_type,affected_component,fault_onset_timestamp,fault_duration_s,fault_variant,sensor_channel_affected
2026-06-23 07:59:20.230606712,ENG_002,ENG_002_M07,GROUND_IDLE,231.2496,2660.5,0.1442,0.0862,2.261,63.36,62.58,468.93,1.688,0.3546,1.0656,0.2434,0.0852,25.886,28.147,35.57,1005.49,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 07:59:24.230606712,ENG_002,ENG_002_M07,GROUND_IDLE,231.2507,2662.8,0.1496,0.0898,2.262,63.67,64.32,493.34,1.786,0.3543,1.0054,0.2536,0.1151,25.869,28.159,35.56,1006.26,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 07:59:28.230606712,ENG_002,ENG_002_M07,GROUND_IDLE,231.2518,2690.7,0.1561,0.0943,2.276,63.99,66.03,513.65,1.811,0.3633,1.2721,0.2575,0.1124,25.834,28.298,35.63,1006.57,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 07:59:32.230606712,ENG_002,ENG_002_M07,GROUND_IDLE,231.253,2713.1,0.1612,0.098,2.287,64.32,67.7,530.53,1.738,0.3759,1.1362,0.2722,0.1266,25.845,28.168,35.93,1007.58,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 07:59:36.230606712,ENG_002,ENG_002_M07,GROUND_IDLE,231.2541,2716.6,0.1576,0.0956,2.288,64.64,69.25,544.18,1.789,0.3638,1.1234,0.256,0.1109,25.851,28.083,35.99,1007.31,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 07:59:40.230606712,ENG_002,ENG_002_M07,GROUND_IDLE,231.2552,2674.0,0.1458,0.0873,2.267,64.91,70.6,554.79,1.694,0.3424,1.1978,0.2402,0.105,25.808,28.145,35.58,1005.91,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 07:59:44.230606712,ENG_002,ENG_002_M07,GROUND_IDLE,231.2563,2651.8,0.1407,0.0838,2.256,65.17,71.83,563.22,1.73,0.36,1.1429,0.2587,0.0967,25.903,28.104,35.48,1006.53,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 07:59:48.230606712,ENG_002,ENG_002_M07,GROUND_IDLE,231.2574,2627.9,0.1385,0.0822,2.245,65.43,72.99,570.0,1.706,0.3719,1.0537,0.2646,0.0769,25.755,28.061,35.84,1009.34,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 07:59:52.230606712,ENG_002,ENG_002_M07,GROUND_IDLE,231.2585,2612.7,0.1367,0.081,2.237,65.67,74.07,575.47,1.722,0.3864,1.2057,0.2882,0.1055,25.87,28.119,35.75,1010.37,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 07:59:56.230606712,ENG_002,ENG_002_M07,GROUND_IDLE,231.2596,2596.6,0.1343,0.0793,2.229,65.91,75.07,579.82,1.717,0.3644,1.16,0.2698,0.0744,25.85,28.101,35.72,1011.16,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:00:00.230606712,ENG_002,ENG_002_M07,GROUND_IDLE,231.2607,2609.4,0.1398,0.083,2.236,66.15,76.06,583.65,1.785,0.3581,1.1865,0.2641,0.0976,25.84,28.169,35.88,1012.32,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:00:04.230606712,ENG_002,ENG_002_M07,GROUND_IDLE,231.2618,2629.4,0.1429,0.0851,2.245,66.39,77.04,586.94,1.832,0.3673,0.99,0.2682,0.1078,25.876,28.119,36.03,1013.02,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:00:08.230606712,ENG_002,ENG_002_M07,GROUND_IDLE,231.263,2611.7,0.1374,0.0814,2.237,66.61,77.91,589.37,1.701,0.3564,0.9776,0.2575,0.0973,25.853,28.095,35.97,1012.91,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:00:12.230606712,ENG_002,ENG_002_M07,GROUND_IDLE,231.2641,2625.4,0.1411,0.084,2.243,66.84,78.75,591.54,1.753,0.3573,1.217,0.2568,0.1083,25.921,28.145,35.77,1012.28,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:00:16.230606712,ENG_002,ENG_002_M07,GROUND_IDLE,231.2652,2637.8,0.1474,0.0882,2.25,67.07,79.6,593.62,1.807,0.3702,0.9837,0.2627,0.0687,25.836,28.159,35.94,1012.17,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:00:20.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.2663,3769.6,0.5526,0.4159,2.807,67.88,83.22,614.48,5.355,0.4952,1.5404,0.3338,0.1291,25.73,28.03,35.39,1003.08,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:00:24.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.2674,4828.5,0.7612,0.6435,3.329,69.06,88.55,642.82,8.722,0.6575,2.0054,0.4378,0.1749,25.672,28.049,35.46,1003.55,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:00:28.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.2685,5567.2,0.8637,0.7809,3.693,70.44,94.7,672.43,11.47,0.7986,2.7501,0.5599,0.1968,25.607,27.918,35.65,1003.22,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:00:32.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.2696,6017.3,0.9134,0.8573,3.914,71.89,101.12,700.13,13.08,0.8738,2.6906,0.6221,0.1973,25.61,27.954,35.41,1002.1,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:00:36.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.2707,6287.5,0.9359,0.8973,4.048,73.38,107.5,724.59,13.89,0.9459,2.9733,0.6915,0.2405,25.649,27.881,35.51,1003.09,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:00:40.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.2718,6430.8,0.9439,0.9148,4.118,74.85,113.68,745.4,14.228,0.9588,2.9077,0.681,0.2712,25.556,27.89,35.66,1004.28,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:00:44.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.273,6513.4,0.9542,0.9309,4.159,76.31,119.64,763.14,14.608,0.973,3.2339,0.6734,0.2737,25.605,27.999,35.64,1003.93,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:00:48.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.2741,6579.8,0.9669,0.9487,4.192,77.77,125.41,778.46,15.012,0.9738,2.6886,0.679,0.2846,25.541,27.863,35.78,1002.9,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:00:52.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.2752,6635.2,0.9733,0.9592,4.219,79.2,130.95,791.45,15.188,1.0183,3.2267,0.7368,0.2882,25.577,27.852,35.73,1003.51,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:00:56.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.2763,6681.2,0.9793,0.9685,4.241,80.6,136.23,802.5,15.41,1.0187,3.3069,0.7353,0.2585,25.534,27.954,35.49,1002.1,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:01:00.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.2774,6712.2,0.9884,0.9805,4.257,81.98,141.33,812.08,15.704,1.0231,3.3301,0.7344,0.2885,25.54,27.88,35.55,1003.44,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:01:04.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.2785,6748.3,0.994,0.9892,4.275,83.35,146.22,820.29,15.81,1.029,2.9324,0.7341,0.2763,25.466,27.873,35.8,1004.67,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:01:08.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.2796,6766.5,0.9969,0.9935,4.284,84.69,150.88,827.21,15.975,1.0196,3.0614,0.7336,0.2455,25.572,27.963,35.86,1003.78,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:01:12.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.2807,6763.8,0.9917,0.9876,4.282,85.98,155.22,832.61,15.733,1.0281,3.259,0.7338,0.288,25.543,27.94,35.78,1004.01,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:01:16.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.2818,6759.0,0.9917,0.9873,4.28,87.24,159.33,837.02,15.826,1.0391,3.1966,0.7483,0.2679,25.572,27.927,35.88,1004.57,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:01:20.230606712,ENG_002,ENG_002_M07,TAKEOFF,231.283,6751.1,0.9865,0.9812,4.276,88.46,163.16,840.37,15.734,1.0436,3.3357,0.7454,0.258,25.505,27.898,35.87,1004.36,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:01:24.230606712,ENG_002,ENG_002_M07,CLIMB,231.2841,6615.8,0.9382,0.911,4.209,89.35,165.69,840.02,14.408,1.0098,3.3857,0.7272,0.271,25.568,27.924,30.24,905.0,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:01:28.230606712,ENG_002,ENG_002_M07,CLIMB,231.2852,6481.5,0.9075,0.8703,4.141,90.16,167.75,837.92,13.604,0.9634,2.8223,0.6992,0.273,25.556,28.011,30.11,903.75,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:01:32.230606712,ENG_002,ENG_002_M07,CLIMB,231.2863,6379.8,0.8941,0.8503,4.082,90.9,169.53,835.31,13.332,0.9296,2.566,0.6596,0.243,25.609,27.97,29.99,903.96,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:01:36.230606712,ENG_002,ENG_002_M07,CLIMB,231.2874,6328.9,0.8879,0.8407,4.048,91.61,171.13,832.74,13.14,0.9412,2.6421,0.6882,0.2297,25.628,27.926,29.73,902.2,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:01:40.230606712,ENG_002,ENG_002_M07,CLIMB,231.2885,6299.9,0.8896,0.8408,4.025,92.3,172.64,830.63,12.998,0.9314,3.0959,0.6806,0.2449,25.605,27.951,29.89,901.66,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:01:44.230606712,ENG_002,ENG_002_M07,CLIMB,231.2896,6299.9,0.8909,0.8425,4.016,92.98,174.09,828.99,12.969,0.9428,2.646,0.6692,0.2794,25.598,28.004,29.87,905.55,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:01:48.230606712,ENG_002,ENG_002_M07,CLIMB,231.2907,6290.4,0.8892,0.8402,4.004,93.63,175.43,827.54,12.985,0.9403,2.8054,0.6836,0.2429,25.585,27.94,29.78,905.67,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:01:52.230606712,ENG_002,ENG_002_M07,CLIMB,231.2918,6287.9,0.8891,0.84,3.994,94.27,176.69,826.34,12.986,0.9334,2.8082,0.6685,0.2544,25.637,27.919,29.79,906.1,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:01:56.230606712,ENG_002,ENG_002_M07,CLIMB,231.293,6275.3,0.8866,0.8366,3.981,94.88,177.86,825.21,12.923,0.9052,2.7325,0.6526,0.2195,25.591,27.878,29.73,905.95,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:02:00.230606712,ENG_002,ENG_002_M07,CLIMB,231.2941,6280.3,0.8861,0.8363,3.975,95.48,178.97,824.27,12.943,0.901,2.4373,0.6298,0.2611,25.602,28.011,29.86,904.5,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:02:04.230606712,ENG_002,ENG_002_M07,CLIMB,231.2952,6262.4,0.8848,0.8339,3.959,96.06,179.99,823.39,12.91,0.9078,2.8993,0.631,0.2541,25.581,27.962,29.82,904.63,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:02:08.230606712,ENG_002,ENG_002_M07,CLIMB,231.2963,6257.5,0.8825,0.8313,3.95,96.62,180.95,822.55,12.91,0.9127,2.8496,0.6536,0.239,25.577,27.961,30.0,904.81,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:02:12.230606712,ENG_002,ENG_002_M07,CLIMB,231.2974,6238.6,0.8752,0.8226,3.934,97.16,181.78,821.48,12.641,0.8811,2.4581,0.6296,0.226,25.604,27.884,29.94,904.25,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:02:16.230606712,ENG_002,ENG_002_M07,CLIMB,231.2985,6219.5,0.8727,0.819,3.918,97.67,182.54,820.43,12.654,0.9145,2.9502,0.6479,0.2545,25.551,27.993,30.01,904.52,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:02:20.230606712,ENG_002,ENG_002_M07,CLIMB,231.2996,6218.7,0.8752,0.8215,3.911,98.18,183.29,819.69,12.72,0.9064,2.7329,0.6517,0.2618,25.636,27.953,30.08,904.5,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:02:24.230606712,ENG_002,ENG_002_M07,CLIMB,231.3007,6225.9,0.8766,0.8234,3.909,98.68,184.0,819.17,12.737,0.9125,2.7523,0.6519,0.2432,25.562,27.94,30.02,905.28,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:02:28.230606712,ENG_002,ENG_002_M07,CLIMB,231.3018,6211.8,0.8714,0.8172,3.896,99.15,184.62,818.46,12.563,0.9036,3.0326,0.6473,0.2452,25.568,27.928,29.96,904.97,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:02:32.230606712,ENG_002,ENG_002_M07,CLIMB,231.303,6208.6,0.8706,0.8162,3.888,99.61,185.22,817.83,12.576,0.9107,2.9884,0.6571,0.2523,25.573,27.89,30.23,905.37,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:02:36.230606712,ENG_002,ENG_002_M07,CLIMB,231.3041,6205.0,0.8714,0.817,3.881,100.07,185.79,817.36,12.606,0.8961,2.8664,0.6284,0.2438,25.593,27.919,30.25,907.14,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:02:40.230606712,ENG_002,ENG_002_M07,CLIMB,231.3052,6204.4,0.8684,0.814,3.875,100.51,186.3,816.83,12.542,0.9211,2.7435,0.6622,0.2436,25.641,27.936,30.3,908.88,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:02:44.230606712,ENG_002,ENG_002_M07,CLIMB,231.3063,6185.0,0.8606,0.8047,3.861,100.91,186.7,815.98,12.392,0.9129,2.7982,0.6327,0.2456,25.588,27.942,29.98,906.43,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:02:48.230606712,ENG_002,ENG_002_M07,CLIMB,231.3074,6167.8,0.8565,0.7998,3.847,101.3,187.05,815.06,12.327,0.9001,2.6153,0.6483,0.2514,25.642,27.97,30.12,908.82,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:02:52.230606712,ENG_002,ENG_002_M07,CLIMB,231.3085,6140.3,0.8528,0.7945,3.829,101.68,187.34,814.06,12.126,0.8936,2.8774,0.634,0.2582,25.631,27.937,30.3,909.98,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:02:56.230606712,ENG_002,ENG_002_M07,CLIMB,231.3096,6128.8,0.8558,0.797,3.819,102.05,187.63,813.36,12.125,0.9006,2.8889,0.6399,0.2307,25.591,27.999,30.08,910.0,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:03:00.230606712,ENG_002,ENG_002_M07,CLIMB,231.3107,6170.3,0.8662,0.8099,3.835,102.42,188.0,813.38,12.413,0.853,2.4501,0.5934,0.2387,25.598,27.948,30.01,910.56,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:03:04.230606712,ENG_002,ENG_002_M07,CLIMB,231.3118,6175.0,0.8677,0.8118,3.832,102.79,188.36,813.47,12.345,0.8929,2.8257,0.6356,0.2469,25.59,27.904,30.04,910.68,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:03:08.230606712,ENG_002,ENG_002_M07,CLIMB,231.313,6177.1,0.8681,0.8121,3.829,103.14,188.7,813.57,12.418,0.8939,2.6119,0.6468,0.2436,25.581,27.962,29.94,908.13,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:03:12.230606712,ENG_002,ENG_002_M07,CLIMB,231.3141,6191.0,0.8708,0.8157,3.831,103.5,189.05,813.8,12.525,0.9081,2.956,0.6553,0.2646,25.634,27.994,30.07,908.24,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:03:16.230606712,ENG_002,ENG_002_M07,CLIMB,231.3152,6198.1,0.8704,0.8156,3.83,103.85,189.4,814.0,12.521,0.9115,3.0407,0.6712,0.2402,25.623,27.987,30.2,908.15,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:03:20.230606712,ENG_002,ENG_002_M07,CLIMB,231.3163,6189.4,0.8686,0.8131,3.822,104.18,189.7,814.04,12.509,0.9017,2.7659,0.646,0.2387,25.572,27.928,30.18,906.39,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:03:24.230606712,ENG_002,ENG_002_M07,CLIMB,231.3174,6194.2,0.8674,0.8124,3.82,104.51,189.99,814.05,12.439,0.9099,2.9135,0.6598,0.2044,25.597,27.98,30.38,908.85,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:03:28.230606712,ENG_002,ENG_002_M07,CLIMB,231.3185,6184.0,0.8656,0.81,3.811,104.83,190.24,813.94,12.464,0.9234,2.891,0.6543,0.2621,25.496,27.914,30.29,909.42,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:03:32.230606712,ENG_002,ENG_002_M07,CLIMB,231.3196,6182.1,0.868,0.8125,3.806,105.14,190.5,813.97,12.488,0.9272,2.7722,0.6586,0.2632,25.57,27.9,30.29,910.3,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:03:36.230606712,ENG_002,ENG_002_M07,CLIMB,231.3207,6172.3,0.8649,0.8087,3.798,105.44,190.71,813.81,12.454,0.8857,2.5467,0.6311,0.2394,25.698,28.02,30.27,909.34,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:03:40.230606712,ENG_002,ENG_002_M07,CLIMB,231.3218,6167.8,0.8595,0.8028,3.792,105.71,190.86,813.42,12.325,0.8903,2.7572,0.6331,0.2467,25.649,27.901,30.13,908.6,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:03:44.230606712,ENG_002,ENG_002_M07,CLIMB,231.323,6156.4,0.8598,0.8023,3.783,105.98,191.0,813.08,12.313,0.9073,2.453,0.6624,0.2609,25.589,27.931,30.16,907.0,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:03:48.230606712,ENG_002,ENG_002_M07,CLIMB,231.3241,6161.4,0.8591,0.802,3.782,106.24,191.12,812.78,12.338,0.9031,2.8634,0.6451,0.2531,25.613,27.971,30.1,907.52,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:03:52.230606712,ENG_002,ENG_002_M07,CLIMB,231.3252,6163.1,0.8596,0.8026,3.78,106.5,191.24,812.57,12.293,0.9167,2.6769,0.6585,0.243,25.621,27.986,30.15,907.68,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:03:56.230606712,ENG_002,ENG_002_M07,CLIMB,231.3263,6162.1,0.8628,0.8058,3.776,106.75,191.38,812.54,12.42,0.888,2.601,0.6288,0.2362,25.602,27.892,30.07,908.25,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:04:00.230606712,ENG_002,ENG_002_M07,CLIMB,231.3274,6163.6,0.8642,0.8074,3.774,107.0,191.53,812.59,12.397,0.9204,2.6562,0.6584,0.2503,25.666,28.035,30.11,908.78,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:04:04.230606712,ENG_002,ENG_002_M07,CLIMB,231.3285,6178.6,0.8684,0.8125,3.778,107.24,191.7,812.86,12.501,0.8857,2.4114,0.6316,0.2442,25.634,27.947,30.0,907.49,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:04:08.230606712,ENG_002,ENG_002_M07,CLIMB,231.3296,6198.3,0.8726,0.818,3.785,107.5,191.91,813.33,12.582,0.9105,2.7019,0.6675,0.2172,25.572,27.956,30.17,908.0,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:04:12.230606712,ENG_002,ENG_002_M07,CLIMB,231.3307,6190.6,0.8664,0.8111,3.778,107.73,192.04,813.4,12.42,0.8909,2.8019,0.6448,0.2329,25.566,27.937,29.97,907.65,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:04:16.230606712,ENG_002,ENG_002_M07,CLIMB,231.3318,6188.7,0.8694,0.8142,3.774,107.96,192.2,813.6,12.475,0.9112,2.7488,0.6654,0.2316,25.635,28.039,30.08,910.13,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:04:20.230606712,ENG_002,ENG_002_M07,CLIMB,231.333,6197.3,0.8692,0.8145,3.776,108.19,192.35,813.78,12.503,0.9177,2.9216,0.6752,0.2361,25.649,28.014,30.05,909.48,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:04:24.230606712,ENG_002,ENG_002_M07,CLIMB,231.3341,6187.6,0.8672,0.8119,3.768,108.4,192.48,813.81,12.439,0.8648,2.5594,0.6075,0.2226,25.569,27.973,30.09,910.58,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:04:28.230606712,ENG_002,ENG_002_M07,CLIMB,231.3352,6199.1,0.8683,0.8136,3.771,108.61,192.59,813.91,12.568,0.8944,2.9325,0.6452,0.2463,25.635,27.959,29.8,908.74,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:04:32.230606712,ENG_002,ENG_002_M07,CLIMB,231.3363,6178.9,0.8665,0.8106,3.759,108.81,192.68,813.86,12.403,0.8925,2.866,0.6391,0.2515,25.615,27.961,29.75,907.52,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:04:36.230606712,ENG_002,ENG_002_M07,CLIMB,231.3374,6165.4,0.8617,0.8049,3.75,108.98,192.7,813.55,12.275,0.9073,2.9223,0.651,0.2696,25.666,27.995,29.57,908.3,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:04:40.230606712,ENG_002,ENG_002_M07,CLIMB,231.3385,6150.2,0.8591,0.8014,3.741,109.15,192.69,813.15,12.299,0.8724,2.6008,0.6126,0.2555,25.624,27.917,29.58,908.63,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:04:44.230606712,ENG_002,ENG_002_M07,CRUISE,231.3396,5878.6,0.7516,0.6712,3.61,108.86,190.9,806.79,10.131,0.8563,2.3533,0.6341,0.2276,25.62,28.027,22.53,796.93,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:04:48.230606712,ENG_002,ENG_002_M07,CRUISE,231.3407,5590.7,0.6881,0.5969,3.474,108.46,188.65,798.04,8.915,0.8067,2.6201,0.6041,0.2207,25.663,27.981,22.53,798.11,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:04:52.230606712,ENG_002,ENG_002_M07,CRUISE,231.3418,5383.9,0.6627,0.5642,3.377,108.03,186.29,789.29,8.271,0.7286,2.1259,0.5096,0.2132,25.724,28.063,22.76,797.83,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:04:56.230606712,ENG_002,ENG_002_M07,CRUISE,231.343,5259.4,0.6489,0.5462,3.321,107.59,183.94,781.25,7.981,0.7107,2.0752,0.5068,0.191,25.682,28.019,23.01,798.57,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:05:00.230606712,ENG_002,ENG_002_M07,CRUISE,231.3441,5187.0,0.6419,0.537,3.291,107.15,181.65,774.21,7.759,0.7221,2.1449,0.5429,0.1822,25.714,27.997,23.03,799.12,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:05:04.230606712,ENG_002,ENG_002_M07,CRUISE,231.3452,5160.8,0.6479,0.5414,3.283,106.72,179.53,768.67,7.905,0.7031,2.1726,0.4923,0.2011,25.737,28.038,23.02,799.17,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:05:08.230606712,ENG_002,ENG_002_M07,CRUISE,231.3463,5180.9,0.6554,0.5492,3.298,106.32,177.57,764.51,7.964,0.6947,2.2685,0.4841,0.1892,25.733,28.02,22.92,799.68,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:05:12.230606712,ENG_002,ENG_002_M07,CRUISE,231.3474,5211.8,0.6636,0.5578,3.318,105.94,175.79,761.53,8.107,0.6791,2.314,0.4646,0.1739,25.682,28.093,22.93,798.01,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
2026-06-23 08:05:16.230606712,ENG_002,ENG_002_M07,CRUISE,231.3485,5236.7,0.6705,0.5652,3.335,105.57,174.15,759.45,8.249,0.6939,2.1911,0.4919,0.192,25.715,28.091,22.77,796.16,0.0231,NORMAL,NORMAL,0.0,NORMAL,NONE,,0,none,
